Text,Sentiment
KWK This deal gives Quicksilver ample liquidity for expanded production going into 2H 2013 & early 2014.This is a 4-5 stock trading ~ 2,1
VNG let this V run up next week to the mid 4's or higher. I will sell & jump back in when falls the next few weeks. Been in this too,1
Identified this topping pattern wks ago(  )  Here is the AAP / GOOG  update  ,0
Next week a nice pull back to 438 on AAP and 787 on GOOG could really set the QQQ up for it's run over 70.,1
SBX As long as the 50EMA holds on a closing basis at 55.89 I remain bullish.   ,1
MSFT broke out of a major resistance Thursday and may be headed higher from here.  ,1
INTC ooks ready to move higher from here. Buy point is at 22.02 (200EMA). Bullish setup.  ,1
QCOM could test the recent highs if it breaks resistance at 67.2 on strong volume  ,1
STZ Nice Bullish flag. Buy point is as the stock breaks over 47.82  ,1
PM best setup if market can hold 100 roll  ,1
"VOCS example on 5min, using COSE below 20ema NOT low for your stop, not traded but good for +.15  ",1
Food Sector as always doing extremely well: PZZA DPZ JACK MCD CAKE,1
"Judging from past 3yrs, expecting 10-k to be snuck in tonight or on Monday for JOSB. The suspense is killing me.",0
How much did ZAGG pay Matt Barkley for this BS interview/endorsement????  via user,0
"AMZN to buy book focused social network Goodreads (16M users, 23M reviews, 30K book clubs) for est 150M",1
JCP actually looks decent with stop under recent low and possible retest of resist line  ,1
Sizemore on Fox: Cashing in on the Echo Boomers - Sizemore Insights  ABT MJN BBBY KMB,1
"Groupon evisited: New Mission, New eporting Issues ? Grumpy Old Accountants GPN  ",0
"ANIK long 14.59 / .61, nice consolidation period, waiting for its day, past resist 15.27, 15.52  ",1
 - any day now. When it gets below 61.60.   ,0
JPM - not looking pretty here.   ,0
 Weekly.Barely hanging onto double support area.Possible break this week after last week's rest  ,0
"All things gambling looking pretty good here with March Madness, MGM VS WYNN",1
IBM - above 215.90 there are some clear blue skies.... Also big part of DJIA making news highs.  ,1
"JOSB 50% off on almost everything. Funny, they cited increased promotions as a big reason why gross margins were down...",0
BCM Attempt #4!! hopefully it will make it this time!!CNBC/Analysts or some catalyst will help!!  ,1
ADSK daily lined watching this one over 41.60 might continue   ,1
BODY breakout on weekly over 20 and resistance trend line h/t user  ,1
DE considering buying some put options...,0
Happy Easter! SHOT Setups: CS ISG CF AN NKD OW MOH MTZ BI  ,0
CAT may try to jump on the boat with some Put options here as well...,0
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,1
"If AAP goes to over 451, I will go short. Still weak stock.",0
MMM looks ready to break out. ooking to go long on minor weakness (105.50).  ,1
AMZN - Closed over volume support inside of the descending channel and tested 50% retrace.  ,1
BBT coiled up after finding support at 50/200 sma's after stress test results.  eports on 4/18  ,1
"JCP In oscillating range, oscillators say over-sold, bounced on volume at pivot point, contracted B-Bands, i see a test of 16.50.",1
China's burgeoning market for bonds backed by mortgages and car loans is facing its first major test,0
Selling your home to a computer was supposed to be the future. But that was before the coronavirus pandemic.,0
A surge of Saudi crude is expected to worsen a U.S. supply glut as drillers and refiners cut output and storage spaâ€¦,1
RT @kosakunarioka: India's RBI Takes Additional Steps to Support Economy via @WSJ,1
"90-day NPA norm not applicable on moratorium granted on existing loans by banks, says RBI Governor",0
"Liquidity adjustment facility reverse repo rate reduced by 25 basis points to 3.75%, says RBI Governor",0
"Auction of targeted long-term repo operations worth Rs 25,000 crore to be conducted today, RBI Governor announces",1
"RBI to conduct Targeted longer-term refinancing operations (TLTRO) 2.0 for Rs 50,000 crore, says Governor Shaktikanta Das",1
"India is expected to post sharp turnaround in 2021-22, says RBI Governor quoting IMF projection",1
"Injected liquidity to the tune of 3.2% of GDP between February 6 and March 27, 2020, RBI says",1
"India among handful of countries projected to register positive growth rate amid the Covid09 crisis, says RBI Governor",0
RBI has been proactively monitoring coronavirus situation very closely: Governor Shaktikanta Das amid COVID09 crisis,1
Reserve Bank of India has been very proactive and monitoring the situation closely: Governor Shaktikanta Das,1
"RBI Governor Shaktikanta Das starts Press Conference, his second press briefing since the COVID09 outbreak",1
"Sensex opens over 1,050 points higher, Nifty starts day above 9,300 tracking positive global cues #Sensex #Nifty #MarketUpdates",1
"Gap-Up Opening Likely For Sensex, Nifty Today",1
"Gold Demand Could Hit 3-Decade Low As COVID09 Lockdown Hits Festivals, Weddings",0
"Sensex Ends 223 Points Higher As Markets Break 2-Day Fall",1
"Sensex ends 223 points higher, Nifty at 8,993 as markets break 2-day fall; financial, energy, pharma stocks lead",1
"Merchandise Exports Shrink 35% In March, Steepest Decline Since 1991",0
"Government Announces Relief On Health, Auto Insurance Policies Due For Renewal During Lockdown",1
"Sensex opens 284 points lower, Nifty starts day near 8,850 as coronavirus fears linger in global markets #Sensex #Nifty #MarketUpdates",0
"March Exports Shrink, Outlook Grim As Coronavirus Hits Demand",0
"Growth May Slip Into Negative In Q1: Ex-RBI Governor C Rangarajan On Lockdown",0
"Wipro March Quarter Profit Down Over 5% At Rs 2,326 Crore",0
"Wipro profit at Rs 2,326 crore in January-March, drops over 5% from previous quarter",0
"Sensex, Nifty Extend Losses To Second Straight Day",0
"Sensex closes 310 points lower, Nifty at 8,925 as markets extend losses to second straight day #Sensex #Nifty #MarketUpdates",0
"Rupee Slides 17 Paise To Hit All-Time Low Of 76.44 Against US Dollar",0
"Crude Oil Hits 18-Year Low Amid Coronavirus-Fuelled Demand Slump",0
"Sensex Slumps Over 1,000 Points From Day's High; Banks Under Pressure",0
"Sensex Slumps Over 700 Points From Day's High; Banks Under Pressure",0
"Wholesale Inflation Eases To 1% in March",0
"Wholesale inflation at 1% in March amid coronavirus crisis, as against 2.26% in previous month",0
"Sensex opens over 550 points higher, Nifty starts day near 9,200 tracking gains in global markets #Sensex #Nifty #MarketUpdates",1
"Airline Revenues To Plunge 55% In 2020 On Coronavirus: Industry Body IATA",0
"Crude Oil Price Rises Over 1% On Hopes For Stockpile Purchases",1
"Banks Issue Orders To Employees Over Branch Overcrowding: Report",1
"India Inc Stands By Lockdown Extension Call; Seeks Stimulus Package To Rebuild Economy",0
"India To Grow At 1.9% This Year, Global Growth To Shrink By 3%, Forecasts IMF",0
"Government-Run Gold Bond Scheme To Fetch 2.5% Interest. Important Dates, How To Invest And Other Details",1
"Amazon To Add 75,000 More Jobs Amid Coronavirus Pandemic",1
"Retail Inflation Could Slow Further Going Ahead: Experts",1
"India's 2019-20 Fuel Demand Growth Worst In Over Two Decades",0
"Consumer Inflation Eases To 5.91% In March, Lowest In 4 Months",0
"Consumer Inflation Hits 4-Month Low Of 5.91% In March",0
"Consumer inflation eases to 5.91% in March, lowest in 4 months",1
"Operations At Three Ports Run By Adani Ports Disrupted: Report",0
"Coronavirus Crisis: Domestic Passenger Vehicle Sales Down 51% In March, Says Industry Body SIAM",0
"Sensex Falls Over 500 Points; Reliance Industries, HDFC Bank Top Drags",0
"Crude Prices To Continue To Fall In Coming Weeks, Historic Deal Insufficient: Goldman Sachs",0
"China Central Bank Raises Stake In HDFC To Over 1%",1
"Rupee Edges Lower To 76.43 Against Dollar Amid Coronavirus Crisis",0
"Sensex Falls Over 200 Points, Nifty Slides Below 9,050 Amid Volatile Trade",0
"Sensex falls over 200 points, Nifty below 9,050 in early trade tracking weakness in global markets amid coronavirus…",0
"OPEC, Russia Approve Record Oil Supply Cut Amid Coronavirus Pandemic",0
"People's Bank Of China Acquires 1% Stake In HDFC Amid Markets Downturn",1
"World Bank Forecasts Worst Economic Slump In South Asia In 40 Years",0
"US Consumer Prices Record Largest Drop In Five Years",0
"Travel, Hospitality To Take Time To Recover Post Lockdown: Experts",0
"ICICI Bank To Deploy Mobile ATM Vans In Noida, Other Districts In UP",1
"US Jobless Claims Top 6 Million For Second Straight Week Amid Coronavirus",0
"Saudi Arabia, Russia Outline Record Supply Cut As Demand Crashes On COVID09",0
"Factory Output Grows 4.5% In February, Beats Analysts' Expectations",1
"World Faces Worst Economic Fallout Since Great Depression, Says IMF Chief",0
"Sensex Closes 1,266 Points Higher, Nifty Reclaims 9,100",1
"Cognizant Withdraws 2020 Forecast On Coronavirus Uncertainty",0
"Sensex ends 1,266 points higher, Nifty reclaims 9,100 as markets spike 4%; auto stocks jump #Sensex #Nifty #MarketUpdates",1
"Coronavirus Has 'Drastically Altered' India Growth Outlook, Says RBI Amid Lockdown",0
"Sensex jumps nearly 1,100 points, Nifty crosses 9,050 amid gains across sectors; Cipla, Tata Motors, Bajaj Auto up…",1
"COVID09 To Impact Economic Activity Directly Due To Lockdowns: RBI",0
"Virus Crisis A Chance For India To Reform Its Economy, Say Some Experts",1
"Rupee Edges Higher To 76.11 Against Dollar",0
"Consumer Inflation Likely Fell To Four-Month Low In March: Poll",0
"Oil Demand Slumps 70% In India, 3rd-Biggest Buyer, Amid Lockdown",0
"Tax Breaks, Incentives For COVID09-Hit Small Businesses Likely Next Week",1
"Sensex Opens Over 650 Points Higher, Nifty Above 8,950",1
"Sensex opens over 650 points higher, Nifty starts day above 8,950 tracking gains in global markets #Sensex #Nifty #MarketUpdates",1
"Sensex, Nifty Likely To Open Higher",1
"Rs 1 Lakh Crore Coronavirus Stimulus On Cards For Small Businesses: Report",0
"All Pending Income Tax Refunds Up To Rs 5 Lakh To Be Released Immediately",1
"OECD Says Leading Indicators Flag Biggest Monthly Drop On Record",0
"Rupee Sinks Below 76 To New All-Time Low Against Dollar ",0
"Sensex Ends 173 Points Lower, Nifty Settles At 8,749 As Coronavirus Fears Linger",0
"Sensex ends volatile session 173 points lower, Nifty settles at 8,749 as coronavirus fears persist #Sensex #Nifty #MarketUpdates",0
"SBI Cuts Interest Rates On Savings Deposits By 0.25%",0
"Sensex Plunges Over 1,600 Points From Day's High, Nifty Tests 8,800",0
"Latest On The Spread Of The Coronavirus Around The World",0
"Rupee Edges Lower To 75.85 Against Dollar",0
"Sensex, Nifty Turn Positive Amid Choppy Trade As Coronavirus Fears Linger",1
"Sensex Opens Over 350 Points Lower, Nifty Below 8,700 As Global Markets Lose Steam",0
"Sensex opens over 350 points lower, Nifty starts day below 8,700 tracking weakness in global markets amid coronavir…",0
"Small Businesses Struggle To Pay Wages Amid Coronavirus Lockdown",0
"SBI Slashes Lending Rates Across All Tenors By 0.35%, EMIs To Get Cheaper",1
"Sensex ends 2,476 points higher, Nifty reclaims 8,750 as markets bounce back 9% after 2-day fall #Sensex #Nifty #MarketUpdates",1
"Hindustan Unilever Market Value Tops Rs 5 Lakh Crore For First Time",1
"State Governments Scramble For Funds As Coronavirus Takes Toll On Coffers",1
"World's Biggest Lockdown Brings Trucks To A Standstill In India",0
"Unemployment Rate Soars To 8.7%, Worst In 43 Months: Report",0
"Employment Rate Hits All-Time Low In March, Says Think-Tank CMIE",0
"Sensex, Nifty Open Higher Amid Gains In Global Markets",1
"Sensex opens over 1,300 points higher near 28,900, Nifty starts day firm above 8,400 tracking rally in global marke…",1
"IMF Encouraged By Recovery In China, But Pandemic Could Resurge",1
"Markets Revise Trading Rules, Hours, Circuit Breakers As Volatility Surges: Key Facts",1
"March Gold Imports Hit 60/2-Year Low On Record Price: Report",0
"Gold Imports Slump 73% In March To Lowest In Over 6 Years: Report",0
"Mukesh Ambani's Net Worth Drops To $48 Billion In 2 Months Amid Coronavirus Crisis",0
"India's Services Activity Hits 5-Month Low Amid Coronavirus Crisis: Survey",0
"Financial Markets Shut For Mahavir Jayanti Holiday",0
"Air Deccan Ceases Operations, All Employees On ''Sabbatical Without Pay''",0
"FPIs Pull Out Record Rs 1.1 Lakh Crore In March Amidst Covid09 Mayhem",0
"Anxiety-Driven Panic Could Impact Global Food Supply Chain: United Nations Arm",0
"Fitch Sees India GDP Growth In FY21 At 2%, Slowest Since Economic Reforms",0
"US Employment Falls 701,000 In March Amid Coronavirus",0
"No Change In Basic Selling Price Of Petrol, Diesel: Indian Oil",1
"Gold Prices Subdued On Firm Dollar Ahead Of US Data Amid Coronavirus Crisis",0
"Sensex, Nifty Extend Losses To Second Day Amid Rising Coronavirus Cases",0
"Sensex ends 674 points lower, Nifty gives up 8,100 as markets extend losses to second day #Sensex #Nifty #MarketUpdates",0
"Sensex, Nifty Stage Mild Recovery; FMCG, Pharma Shares Gain, Banks Fall",1
"India's Place In Global Markets Is At Stake In Virus Response",0
"Rupee Slips By 48 Paise To 76.08 Against Dollar Amid Coronavirus Scare",0
"Coronavirus-Induced Weakness In Rupee To Linger In Near Term: Poll",0
"Sensex Falls Over 400 Points, Nifty Below 8,150 As Markets Give Up Early Gains",0
"Sensex falls over 400 points, Nifty drops below 8,150 as markets give up early gains; banking, auto stocks lead los…",0
"US Stock Markets End Over 2% Higher After Jump In Crude Oil Prices",1
"Gold Price Spikes As US Joblessness Data Lifts Safe-Haven Demand",1
"British Airways In Talks With Union To Suspend Around 32,000 Staff: Report",0
"Air India Suspends Contracts Of Around 200 Pilots Amid COVID09: Report",0
"Property Prices Face Steep Falls As Virus Freezes Market",0
"Factory Activity Growth Hits 4-Month Low Amid Coronavirus Crisis: Survey",0
"Coronavirus Impact: Hoteliers Stare At Worst Phase Since 2008 Financial Crisis",0
"Financial Markets To Remain Shut Today For Ram Navami",0
"From Slowdown To Lockdown: Auto Makers See Steep Fall In March Sales",0
"Many Airlines At Brink Of Bankruptcy, Need Government Support: Industry Body",0
"March GST Collection Falls To Rs 97,597 Crore Amid Coronavirus Outbreak",0
"Sensex closes 1,203 points lower, Nifty gives up 8,300 amid coronavirus crisis; IT, financial stocks worst hit #Sensex #Nifty #MarketUpdates",0
"Borrowers Unlikely To Get Loan Moratorium Benefit As Banks Will Charge Interest Later",1
"Government Begins Fiscal Year Under Severe Strain Amid Biggest Lockdown",0
"Maruti Suzuki March Sales Plunge Nearly 50% Amid Coronavirus Outbreak",0
"Coronavirus Lockdown May Hurt Government's Plan to Sell Record Bonds",0
"Oil's Unparalleled Demand Crash Likely To Be Gamechanger For Industry",0
"Sensex opens 37 points higher, Nifty at 8,584 as markets start day on a flat note amid weakness in global equities…",1
"Government To Borrow More Aggressively In April-September Than Expected",0
"Airlines Face Refunding $35 Billion Of Unused Tickets: Aviation Body",0
"SpiceJet To Cut March Salary As Coronavirus Lockdown Hits Travel Demand",0
"March Sees India's Biggest Monthly Foreign Investor Rout Ever",0
"Government To Borrow Rs 4.88 Lakh Crore In First Half Of Financial Year 2021",0
"Coronavirus Crisis: State-Run Banks Allow Borrowers 3-Month Delay In EMIs",0
"Core Sector Growth Up 5.5% In February, Highest In 11 Months",1
"Nifty Suffers Worst March Since Inception As Coronavirus Rattle Investors",0
"Sensex ends 1,028 points higher, Nifty settles at 8,598 as markets rise nearly 4% on last day of financial year 201…",1
"Sensex rises over 1,000 points, Nifty near 8,600; oil &amp; gas, consumer goods, metal stocks lead gains #Sensex #Nifty #MarketUpdates",1
"Government, RBI Try To Cushion An Economy In Slump Even Before COVID09",0
"Rupee Edges Higher To 75.51 Against Dollar",0
"Sensex Rises Over 850 Points, Nifty Touches 8,500 In Early Trade",1
"Sensex opens over 850 points higher near 29,300, Nifty starts day above 8,500 amid gains in global markets #Sensex #Nifty #MarketUpdates",1
"Gap-Up Opening Likely For Sensex, Nifty Today",1
"Government May Slash Borrowing From Market In April Amid Lockdown: Report",0
"Sensex Ends 1,375 Points Lower Amid Coronavirus Crisis",0
"Sensex ends 1,375 points lower, extends losses to second day amid coronavirus crisis; Nifty slides below 8,300 #Sensex #Nifty #MarketUpdates",0
"Sun Pharma Says Halol Unit Issues Not Likely To Impact Business, Shares Edge Higher",1
"Coronavirus Crisis: IndiaNivesh Shuts Portfolio Management Business",0
"Sensex Falls Over 1,100 Points, Nifty Slips Below 8,350 Amid Coronavirus Crisis",0
"Sensex opens over 550 points lower, Nifty starts day below 8,400 amid weakness in global markets over coronavirus…",0
"Gap-Down Opening Likely For Sensex, Nifty Amid Coronavirus Crisis",0
"India To Be Grow Fastest Among G20 Economies Amid Corona Impact: Report",1
"Enough Stock Of Petrol, Diesel, LPG Available To Last Lockdown, Says Indian Oil",1
"State-Run Power Producers Asked To Ensure Supply Amid Coronavirus Lockdown",1
"World Already In Recession, Emerging Markets Need $2.5 Trillion: IMF's Kristalina Georgieva",0
"Grocery Tycoon Kishore Biyani's Battle To Keep His Company Afloat",0
"Vistara Calls For Mandatory Leave Without Pay For 3 Days For Senior Employees",0
"Domestic Flights Suspension Extended Till April 14 Amid Coronavirus",0
"Amazon, Flipkart Operations Being Disrupted Amid Lockdown: Report",0
"Sensex, Nifty End Mixed Despite RBI's Steep Reo Rate Cut",0
"Rupee Jumps To Return To 74 Levels Against Dollar After RBI Announcements ",0
"Electricity Use Falls To Lowest In Five Months Due To Lockdown",1
"IndusInd Bank Crashes 27% From Day's High As Trading Volume Spikes",0
"RBI To Infuse Rs 3.74 Lakh Crore Liquidity Into Financial System",1
"SpiceJet Expects A Surge In Demand As The Virus Is Contained",0
"RBI Refrains From Giving Inflation Outlook; Says GDP Projections At Risk",0
"RBI Surpassed Market Expectations: Experts On Surprise 0.75% Rate Cut",0
Indian banks are safe and there is no need to resort to panic withdrawals: RBI Governor Shaktikanta Das,1
RBI has infused 2.7 lakh crore into the system since last February policy: RBI chief Shaktikanta Das,1
Indian banking system safe and sound: Shaktikanta Das,1
RBI will continue to be vigilant and take steps necessary to mitigate impact of coronavirus: Governor Shaktikanta Das,1
"All banks, lending institutions may allow a three-month moratorium on all loans, says RBI chief Shaktikanta Das ami…",1
Cash reserve ratio lowered to 3% from 4% for all banks for a period of one year: RBI Governor Shaktikanta Das,1
RBI has reduced the Cash Reserve Ratio by 100 basis points.,0
RBI has cut the liquidity adjustment facility by 90 bps to 4%,1
RBI has cut the reverse repo rate by 90 basis points to 4%,0
"RBI Cuts Rates To Tide Over ""Disruptive"" Impact of Coronavirus",0
RBI cuts repo rate to 4.4% from 5.15% after unscheduled Monetary Policy Committee meet,0
"Moody's Cuts India GDP Growth Forecast To 2.5% In 2020",0
Moody's cuts India's economic growth forecast to 2.5% in 2020 from 5.3%: Press Trust of India,0
"Sensex Jumps Over 1,150 Points, Nifty Touches 9,000 Ahead Of RBI Announcement",1
"Sensex opens 801 points higher at 30,748, Nifty starts day above 8,900 amid gains in global markets #Sensex #Nifty #MarketUpdates",1
"Sensex, Nifty Likely To Have A Positive Opening",1
"Global Oil Refiners To Deepen Output Cuts As Coronavirus Destroys Demand",0
"Yes Bank To Raise Up To Rs 5,000 Crore After Government-Led Rescue",1
"US Offers $58 Billion Aid To Airlines As Governments Seek To Avert Bankruptcies",1
"Moody's Warns Of Downgrading Tata Motors",0
"""Banks, ATMs To Remain Open"": Nirmala Sitharaman Denies Report Lenders Plan To Shut Most Branches",1
"Exchanges Cut Trading Hours For Commodity Trading Amid Coronavirus",0
"Sensex, Nifty Surge For Third Straight Day Led By Banking Shares",0
"Rs 1.7 Lakh-Crore Package For Migrant Workers, Poor: Finance Minister Nirmala Sitharaman",0
"Employees can withdraw 75% of employee provident fund or three month salary whichever is lower, move will benefit 4…",1
Government of India will pay the employee provident fund contribution of employer and employee for the next three f…,1
"Women under Ujjwala Yojana will be given free LPG cylinders for next three months, move expected to benefit 8.3 cro…",1
"MNREGA wages will be increased from Rs 182 to Rs 202, resulting in total rise of Rs 2,000; to benefit 5 crore famil…",1
"Move will directly benefit 8.69 crore farmers, says Finance Minister",1
"Sensex up 1,445 points, Nifty surges 385 points to trade above 8,700 ahead of Finance Minister Nirmala Sitharaman's press conference",1
"Banks Plan To Shut Down Most Branches During Lockdown: Report",0
"When Will Coronavirus-Hit Global Markets Heal? 12 Charts To Monitor",0
"Sensex Surges Over 1,550 Points, Nifty Touches 8,700; Financial, IT Stocks Jump",1
"Sensex Opens Over 500 Points Higher, Nifty Starts Day Near 8,450",1
"Sensex opens 538 points higher at 29,074, Nifty starts day above 8,450 amid gains in global markets #Sensex #Nifty #MarketUpdates",1
"Sensex, Nifty Likely To Open Lower",0
"Aviation Industry Stares At Loss Of Up To $3.6 Billion In Q1 Due To Travel Ban",0
"Flipkart Resumes Operations, Amazon In Talks With Government",1
"Coronavirus Crisis: GoAir Decides To Reduce Pay Across Board",0
"Sensex, Nifty Log Best Day Since 2009 On $2-Trillion US Stimulus Package",1
"Government May Unveil Rs 1.5 Lakh Crore Package To Tackle Coronavirus Downturn: Report",1
"Sensex ends 1,862 points higher at 28,536, Nifty reclaims 8,300 as markets extend gains to second straight day #Sensex #Nifty #MarketUpdates",1
"Sensex soars over 1,650 points, Nifty hits 8,250 amid broad-based buying; Axis Bank, ICICI Bank, Kotak Mahindra Bank jump 10%",0
"Sensex surges over 1,100 points, Nifty crosses 8,000 as markets rebound 4%; Reliance Industries, Maruti Suzuki up 9…",1
"Sensex up over 400 points, Nifty touches 7,900 as markets rise 1% amid volatile trade; auto stocks lead gains #Sensex #Nifty #MarketUpdates",1
"Sensex, Nifty Recover Early Losses Amid Volatile Trade",1
"Sensex opens 174 points lower at 26,500, Nifty starts day below 7,750 as India begins 21-day lockdown to fight coro…",0
"Coronavirus Crisis: Global Stocks Surge As Investors Place Hopes On US Stimulus",1
"Sensex, Nifty Likely To Open Lower After A Day's Breather",0
"Monitoring Stock Market Volatility, Assures Nirmala Sitharaman",0
"Sensex Ends 693 Points Higher, Nifty Reclaims 7,800; Financial, IT Stocks Lead Gains",1
"Sensex closes 693 points higher, Nifty at 7,801 as markets rebound after worst day; financial, IT stocks lead gains…",1
"Government Raises Insolvency Threshold To Rs 1 Crore To Help Small Firms",1
"May consider suspending Section 7, 9 and 10 of the Insolvency and Bankruptcy Code at a later stage, if the existing…",0
For financial year 2019-20 if the independent directors of the company are not able to hold even one meeting then i…,0
"Sensex Surges 900 Points, Nifty Near 7,900 Amid Wild Swings Due To Volatility",1
"Gold Jumps Over 1% As US Central Bank Ramps Up Support Measures",1
"Gap-Up Opening For Sensex, Nifty Amid Gains In Asian Markets",1
"Sensex opens 1,075 points higher at 27,056, Nifty starts day above 7,800 amid gains in Asian markets #Sensex #Nifty #MarketUpdates",1
"Sensex, Nifty Likely To Open Higher After Worst Day Ever",1
"Excise On Petrol, Diesel To Go Up By Rs 8/Litre To Fund Covid09 Fight",0
"Gold Futures Cool Off After Rising Over 1% Amid Coronavirus Panic",1
"Sensex, Nifty Plunge 13% After A Day's Breather Amid Coronavirus Fears",0
"Sensex ends 3,935 points lower, Nifty settles at 7,610 as markets take 13% hit after a day's breather amid coronavi…",0
"SoftBank To Raise $41 Billion To Expand Share Buyback, Cut Debt",1
"Millions Of Jobs Threatened In Retail Sector As Coronavirus Hits Sales, Revenues",0
"Sensex plummets over 3,500 points, Nifty cracks below 7,750 as markets extend losses; financial stocks worst hit…",0
"Sensex, Nifty Resume Trading After 45-Minute Halt As Coronavirus Batters World Markets",0
"Sensex down 3,270 points at 26,646, Nifty near 7,800 as markets resume trading after 45-minute halt amid coronaviru…",0
"Rupee Drops Below 76 Mark Against Dollar Amid Coronavirus Crisis",0
"Trading Halted For 45 Minutes As Sensex, Nifty Plunge 10% Amid Coronavirus Lockdowns",0
"Trading halted for 45 minutes as markets fall 10% on coronavirus jitters; Sensex down 2,992 points at 26,924, Nifty…",0
"Sensex Plunges Over 2,700 Points, Nifty Hits 7,950 As Coronavirus-Led Lockdowns Hurt Global Markets: 10 Things To K…",0
"Sensex opens 2,307 points lower at 27,609, Nifty at 7,946 as global stocks tumble amid more lockdowns on coronaviru…",0
"Markets Likely To Open Sharply Lower",0
"Coronavirus Crisis: Global Stocks Crumble As More Countries Shut For Business",0
"Recovery Will Take A Long Time, Say Analysts After Markets Suffer 12% Weekly Loss",0
"Hero, Fiat Shut Manufacturing Plants In View Of Coronavirus",0
"Cabinet Approves Schemes To Boost Electronics Manufacturing",1
"Market Regulator Sebi Tightens Norms To Limit Volatility On Coronavirus",0
"As Coronavirus Derails Business, Banks Seek More Time For Bad Loan Classification",0
"Equity, Commodity Markets To Remain Open: Maharashtra Health Minister",1
"Sensex, Nifty Close Nearly 6% Higher After Four-Day Selloff",1
"Sensex ends 1,628 points higher at 29,916, Nifty reclaims 8,700 as markets gain nearly 6% after four-day selloff…",1
"Sensex, Nifty Take Breather From Coronavirus-Fueled Selloff",1
"Sensex jumps over 750 points to cross 29,000 mark, Nifty touches 8,500; IT, energy stocks lead gains #Sensex #Nifty #MarketUpdates",1
"Rupee Gains By 34 Paise To 74.78 Against Dollar",0
"Coronavirus Crisis: Fitch Lowers 2020-21 India Growth Forecast To 5.1%",0
"Sensex Rises Over 350 Points Amid Cautious Gains In Global Markets",1
"Sensex Opens 173 Points Higher Amid Cautious Gains In Global Markets",1
"Sensex opens 173 points higher at 28,461, Nifty at 8,284 as global markets post cautious gains amid coronavirus sca…",1
"Wall Street Posts Cautious Gains After Steep Losses On Coronavirus",1
"Sensex, Nifty Likely To Open Higher Amid Cautious Gains In Global Markets",1
"Airline Industry Crisis Deepens As Coronavirus Pain Spreads",0
"Sensex, Nifty Extend Losses To Fourth Day In A Row Amid Coronavirus Scare",0
"Sensex ends 581 points lower, Nifty gives up 8,300 as markets extend losses to fourth day amid coronavirus scare…",0
"Gold Futures Rise To Hover Near Rs 39,800 Amid Coronavirus Fear",1
"Foreigners Turn Net Sellers Of Asian Bonds In February On Coronavirus Fears",0
"Rupee Sheds 1% To Hit Record Low Of 74.99 Versus Dollar Amid Virus Fear: 10 Points",0
"Gap-Down Opening For Sensex, Nifty As Coronavirus Continues To Batter Global Markets",0
"Sensex opens 1,096 points lower at 27,773, Nifty at 8,063 as selloff in global markets continues on coronavirus sca…",0
"Sensex, Nifty Likely To Start Session Sharply Lower In Gap-Down Opening",0
"RBI To Buy Government Bonds In Open Markets To Boost Liquidity",1
"Banks Shelve Fundraising As Coronavirus Derails Markets: Report",0
"Sensex, Nifty Crash 15% In Three Trading Sessions On Coronavirus Fears",0
"Gold Futures Drop Over 2% To Rs 39,354 Per 10 Grams",0
"Yes Bank Stock Set To Close Higher For Fourth Straight Session",1
"Sensex, Nifty Turn Negative Amid Choppy Trade",0
"Sensex Opens 390 Points Higher, Nifty Starts Day At 9,088 As Global Markets Rebound",1
"Sensex opens 390 points higher at 30,969, Nifty at 9,088 as global markets rebound #Sensex #Nifty #MarketUpdates",1
"US Shares Rebound 6% As Central Bank Boosts Liquidity To Fight Virus Effect",1
"Sensex, Nifty Likely To Open On Positive Note Today",1
"Global Stocks Shaky After Worst Crash Since 'Black Monday'",0
"Will Not Sell Any Share In Yes Bank For Next 3 Years, Says SBI Chairman",1
"In past 3 days, more money came to Yes Bank compared to withdrawals as only one-third of customers withdrew Rs 50,0…",1
"Complete operational normalcy to be restored in Yes Bank from 6 pm on Wednesday, no worries about liquidity, says P…",1
"Sensex, Nifty Clock Cautious Gains As Coronavirus Pummels Global Markets",1
"Amazon To Hire 1,00,000 Workers As Online Orders Surge On Virus Worries",1
"Sensex Rises Over 400 Points, Nifty Touches 9,400 Amid Volatile Trade",1
"Sensex Falls Over 400 Points, Nifty Near 9,000 Amid Volatile Trade",0
"Sensex opens 222 points higher, Nifty at 9,285; banking, metal, energy stocks lead gains #Sensex #Nifty #MarketUpdates",1
"Crude Oil Price Jump By $1 A Barrel Amid Volatility",1
"Coronavirus Scare: Amazon To Hire 1,00,000 Workers As Online Orders Surge",1
"Coronavirus Pandemic Can Affect Economic Activity In India: Shaktikanta Das",0
Coronavirus has affected global financial markets: RBI Governor Shaktikanta Das on pandemic,0
"Sensex ends 2,713 points lower, Nifty settles at 9,197 as markets drop 8% amid coronavirus scare #Sensex #Nifty #MarketUpdates",0
"Wholesale Inflation At 2.26% In February",1
Wholesale inflation eases to 2.26% in February from 3.1% in previous month,1
"Weak Listing For SBI Cards; Shares Fall 12% At Debut",0
"Sensex Falls Over 1,950 Points, Nifty Below 9,400 Amid Coronavirus Fears",0
"Sensex opens 1,000 points lower at 33,103, Nifty at 9,588 as coronavirus batters global markets #Sensex #Nifty #MarketUpdates",0
